東	0x6771	py:dōng,Cant:dung1,JOn:tou,JKun:higashi azuma,Hangul:동,KoRom:tong,Viet:hốc đông,wb:gjii,zm:fkvv,sn:8,rd:木,st:12511234	en:east, eastern, eastward	
杲	0x6772	py:gǎo,Cant:gou2,JOn:kou,JKun:akiraka,Hangul:고,KoRom:ko,wb:jsu,zm:kfvv,sn:8,rd:木,st:25111234	en:bright sun; brilliant; high	
杳	0x6773	py:yǎo,Cant:jiu2/miu5,JOn:you,JKun:haruka,Hangul:묘,KoRom:myo yo,wb:sjf,zm:fkvv,sn:8,rd:木,st:12342511	en:obscure, dark, mysterious, deep	
杴	0x6774	py:xiān/qiān,Cant:hin1/jan1,JOn:ken kon,JKun:suki,wb:sqwy,zm:fro,sn:8,rd:木,st:12343534	en:shovel; trough used to carry water	
杵	0x6775	py:chǔ,Cant:cyu5,JOn:sho,JKun:kine,Hangul:저,KoRom:ce,Viet:ngỏ,wb:stfh,zm:fmed,sn:8,rd:木,st:12343112	en:pestle; baton used beat clothes	
杶	0x6776	py:chūn/qūn,Cant:ceon1,JOn:chun,Viet:đòn,wb:sgbn,zm:fhzi,sn:8,rd:木,st:12341525	en:varnish	
杷	0x6777	py:pá/bà,Cant:paa4,JOn:ha,JKun:tsuka,Hangul:파,KoRom:pha,wb:scn,zm:fyia,sn:8,rd:木,st:12345215	en:loquat	
杸	0x6778	py:shū/duì,Cant:syu4,wb:smcy,zm:fqx,sn:8,rd:木,st:12343554	en:to kill; a spear	
杹	0x6779	py:huà,Cant:faa3,wb:swxn,zm:fnrr,sn:8,rd:木,st:12343235	
杺	0x677a	py:xīn,Viet:tăm,wb:sny,zm:fwz,sn:8,rd:木,st:12344544	
杻	0x677b	py:niǔ/chǒu,Cant:cau2/lau2/nau2,JOn:chuu chu shuu nyu,JKun:tekase,Hangul:뉴 유,KoRom:nyu chwu,wb:snfg,zm:fxed,sn:8,rd:木,st:12345211	en:ligustrum sinenese, tree	
杼	0x677c	py:zhù/shù,Cant:cyu5,JOn:cho sho,JKun:hi donguri,Hangul:저,KoRom:ce,wb:scbh,zm:fxxi,sn:8,rd:木,st:12345452	en:shuttle of loom; narrow; long-headed; a scrub oak; thin	
杽	0x677d	py:chǒu,wb:srh,zm:fmd,sn:8,rd:木,st:12343112	
松	0x677e	py:sōng,Cant:cung4,JOn:shou,JKun:matsu,Hangul:송,KoRom:song,Viet:tùng,wb:swcy,zm:fozs,sn:8,rd:木,st:12343454	en:pine tree; fir tree	
板	0x677f	py:bǎn,Cant:baan2,JOn:han ban,JKun:ita,Hangul:판,KoRom:phan,Viet:ván,wb:srcy,zm:fpxs,sn:8,rd:木,st:12343354	en:plank, board; iron or tin plate	
枀	0x6780	py:sōng,wb:wcsu,zm:ozf,sn:8,rd:木,st:34541234	
极	0x6781	py:jí,Cant:gik6,JOn:kyou gou,JKun:nigura,wb:seyy,zm:fyms,sn:7,rd:木,st:1234354	en:extreme, utmost, furthest, final	
枂	0x6782	py:wò/yuè,wb:seg,zm:fqvv,sn:8,rd:木,st:12343511	
枃	0x6783	py:jìn,wb:sqfg,zm:frtd,sn:8,rd:木,st:12343541	
构	0x6784	py:gōu/gòu,Cant:gau3/kau3,JOn:kou,JKun:kamaaeru kamaau,wb:sqcy,zm:frzs,sn:8,rd:木,st:12343554	en:frame, building, structure	
枅	0x6785	py:jī/jiān,Cant:gai1,JOn:kei ken,JKun:togata hijiki,wb:sgah,zm:fae,sn:8,rd:木,st:12341132	
枆	0x6786	py:máo,wb:stfn,zm:fmh,sn:8,rd:木,st:12343115	
枇	0x6787	py:pí/bǐ/bì/pī,Cant:pei4,JOn:hi bi,JKun:saji kushi naraberu,Hangul:비,KoRom:pi,wb:sxxn,zm:frrr,sn:8,rd:木,st:12341535	en:loquat	
枈	0x6788	py:bì/pī,wb:xxsu,zm:rrrf,sn:8,rd:木,st:15351234	
枉	0x6789	py:wǎng/kuáng,Cant:wong2,JOn:ou,JKun:magaru mageru magete,Hangul:왕,KoRom:wang,Viet:uổng,wb:sgg,zm:fcvv,sn:8,rd:木,st:12341121	en:useless, in vain; bent, crooked	
枊	0x678a	py:àng,wb:sqbh,zm:fry,sn:8,rd:木,st:12343552	
枋	0x678b	py:fāng/fǎng/bǐng,Cant:fong1,JOn:hou hei,JKun:mayumi fushizuke ikada,Hangul:방,KoRom:pang,wb:syn,zm:fsy,sn:8,rd:木,st:12344153	en:sandalwood; tree used as timber	
枌	0x678c	py:fén,Cant:fan1/fan4,JOn:fun,JKun:sogi,Hangul:분,KoRom:pwun,wb:swvn,zm:foyd,sn:8,rd:木,st:12343453	en:variety of elm with small seeds	
枍	0x678d	py:yì,Cant:jai6,wb:swgn,zm:foaz,sn:8,rd:木,st:12343415	
枎	0x678e	py:fú/fū,Cant:fu4,JOn:hu bu,JKun:shigeru,wb:sfwy,zm:fbod,sn:8,rd:木,st:12341134	
枏	0x678f	py:nán,Cant:naam4,JOn:dan nan zen nen,JKun:kusunoki,Hangul:남,KoRom:nam,wb:smfg,zm:flbd,sn:8,rd:木,st:12342511	en:a variety of evergreen tree	
析	0x6790	py:xī/sī,Cant:cik1/sik1,JOn:seki shaku,JKun:saku,Hangul:석,KoRom:sek,wb:srh,zm:fpd,sn:8,rd:木,st:12343312	en:split wood; break apart; divide	
枑	0x6791	py:hù,Cant:wu6,JOn:ko go,JKun:yarai,wb:sgxg,zm:fbzm,sn:8,rd:木,st:12341551	
枒	0x6792	py:yē/yá/yā/yà,Cant:ngaa4,wb:saht,zm:fhi,sn:8,rd:木,st:12341523	en:the coconut tree; rim	
枓	0x6793	py:zhǔ/dǒu,Cant:dau2/zyu2,JOn:shu tou tsu,JKun:hishiyaku,Hangul:두,KoRom:twu,Viet:rẫu,wb:sufh,zm:fted,sn:8,rd:木,st:12344412	en:capital	
枔	0x6794	py:xín,wb:swgn,zm:fosx,sn:8,rd:木,st:12343445	
枕	0x6795	py:zhěn/chén,Cant:zam2/zam3,JOn:chin,JKun:makura,Hangul:침,KoRom:chim,Viet:chẳm,wb:spqn,zm:fwrd,sn:8,rd:木,st:12344535	en:pillow	
枖	0x6796	py:yāo/yǎo,JOn:you,JKun:kigawakakusakannasama,wb:stdy,zm:fmgd,sn:8,rd:木,st:12343134	
林	0x6797	py:lín,Cant:lam4,JOn:rin,JKun:hayashi,Hangul:림 임,KoRom:lim,Viet:lâm,wb:ssy,zm:ffvv,sn:8,rd:木,st:12341234	en:forest, grove; surname	
枘	0x6798	py:ruì/nèn,Cant:jeoi6,JOn:zei nei don non,JKun:sen hozo,Hangul:예,KoRom:yey,wb:smwy,zm:flod,sn:8,rd:木,st:12342534	en:the handle of tools	
枙	0x6799	py:ě/è/é,JOn:ga aku yaku,JKun:hushi,Hangul:와,KoRom:wa,wb:sdbn,zm:fgyy,sn:8,rd:木,st:12341355	
枚	0x679a	py:méi,Cant:mui4,JOn:mai bai,JKun:hira,Hangul:매,KoRom:may,Viet:mai,wb:sty,zm:fmo,sn:8,rd:木,st:12343134	en:stalk of shrub, trunk of tree	
枛	0x679b	py:zhào,JOn:sou shou,JKun:kinotogi,Viet:trảu,wb:srhy,zm:fpv,sn:8,rd:木,st:12343324	
果	0x679c	py:guǒ/kè/luǒ/wǒ,Cant:gu2/gwo2,JOn:ka ra,JKun:hatasu kudamono hate,Hangul:과,KoRom:kwa,Viet:quả,wb:jsi,zm:kfvv,sn:8,rd:木,st:25111234	en:fruit; result	
枝	0x679d	py:zhī/qí,Cant:kei4/zi1,JOn:shi ki,JKun:eda,Hangul:지,KoRom:ci,Viet:chi,wb:sfcy,zm:fexs,sn:8,rd:木,st:12341254	en:branches, limbs; branch off	
枞	0x679e	py:cōng/zōng,Cant:cung1,wb:swwy,zm:food,sn:8,rd:木,st:12343434	en:fir tree	
枟	0x679f	py:yùn/yún,Cant:taan4,wb:sfcy,zm:fbzs,sn:8,rd:木,st:12341154	en:wood streaks	
枠	0x67a0	JKun:waku,wb:svfh,zm:fqed,sn:8,rd:木,st:12343512	en:a frame; a reel, spindle, spool	
枡	0x67a1	py:dǒu,JKun:masu,wb:stah,zm:fme,sn:8,rd:木,st:12343132	en:measuring box	
枢	0x67a2	py:shū,Cant:syu1,JOn:suu shu,JKun:toboso karakuri,wb:saqy,zm:fhos,sn:8,rd:木,st:12341345	en:door hinge; pivot; center of power	
枣	0x67a3	py:zǎo,Cant:zou2,wb:gmiu,zm:fltd,sn:8,rd:木,st:12523444	en:date tree; dates, jujubes; surname	
枤	0x67a4	wb:sdy,zm:fgs,sn:8,rd:木,st:12341344	
枥	0x67a5	py:lì,Cant:lik1,wb:sdln,zm:fgym,sn:8,rd:木,st:12341353	en:type of oak; stable	
枦	0x67a6	JOn:ro,JKun:haze,wb:synn,zm:fwm,sn:8,rd:木,st:12344513	
枧	0x67a7	py:jiàn/jiǎn,Cant:gaan2,wb:smqn,zm:flr,sn:8,rd:木,st:12342535	en:bamboo tube, wooden peg; spout	
枨	0x67a8	py:chéng,Cant:caam4/caan5/caang4,wb:stay,zm:fch,sn:8,rd:木,st:12343154	en:door stop, door jam; touch; (Cant.) to use the body to move someone	
枩	0x67a9	JOn:shou,JKun:matsu,wb:swcu,zm:fozs,sn:8,rd:木,st:12343454	en:pine tree; fir tree	
枪	0x67aa	py:qiāng/chēng,Cant:coeng1,wb:swbn,zm:foyy,sn:8,rd:木,st:12343455	en:spear, lance; gun, rifle	
枫	0x67ab	py:fēng,Cant:fung1,wb:smqy,zm:fqos,sn:8,rd:木,st:12343534	en:maple tree	
枬	0x67ac	py:nán,wb:smyg,zm:fqs,sn:8,rd:木,st:12343541	en:an even-grained, yellowish, fine wood used for furniture; cedar	
枭	0x67ad	py:xiāo,Cant:hiu1,wb:qyns,zm:rzf,sn:8,rd:木,st:35451234	en:owl thus, something evil	
枮	0x67ae	py:xiān/zhēn,Viet:sim,wb:shkg,zm:fij,sn:9,rd:木,st:123421251	
枯	0x67af	py:kū/gū,Cant:fu1,JOn:ko,JKun:kareru karasu,Hangul:고,KoRom:ko,Viet:khô,wb:sdg,zm:fej,sn:9,rd:木,st:123412251	en:dried out, withered, decayed	
枰	0x67b0	py:píng,Cant:ping4,JOn:hei byou,JKun:sugorokuban,Hangul:평,KoRom:phyeng,wb:sguh,zm:faua,sn:9,rd:木,st:123414312	en:smooth board; chessboard; chess	
枱	0x67b1	py:sì/cí/tái,Cant:toi4,JOn:i shi ji,JKun:suki,KoRom:tay,wb:sckg,zm:fzj,sn:9,rd:木,st:123454251	en:a table, desk	
枲	0x67b2	py:xǐ,Cant:saai2,JOn:shi,JKun:karamushi,Hangul:시,KoRom:si,wb:cksu,zm:zsjf,sn:9,rd:木,st:542511234	en:male nettle-hemp	
枳	0x67b3	py:zhī/zhí/zhǐ,Cant:zat1/zi2,JOn:ki shi,JKun:karatachi,Hangul:지,KoRom:ci ki,wb:skwy,zm:fjo,sn:9,rd:木,st:123425134	en:trifoliate orange; hedge thorn; (Cant.) a plug	
枴	0x67b4	py:guǎi,Cant:gwaai2,JOn:kai tai ke,JKun:tsue,wb:skvt,zm:fjyd,sn:9,rd:木,st:123425153	en:cane	
枵	0x67b5	py:xiāo,Cant:hiu1,JOn:kyou,JKun:utsuro,Viet:hèo,wb:skgn,zm:fjaz,sn:9,rd:木,st:123425115	en:hollo stump of a tree; empty, thin	
架	0x67b6	py:jià,Cant:gaa2/gaa3,JOn:ka,JKun:kakeru tana kakaru,Hangul:가,KoRom:ka,Viet:giá,wb:lksu,zm:ymjf,sn:9,rd:木,st:532511234	en:rack, stand, prop; prop up	
枷	0x67b7	py:jiā/jià,Cant:gaa1,JOn:ka,JKun:karazao kase,Hangul:가,KoRom:ka,Viet:da,wb:slkg,zm:fyj,sn:9,rd:木,st:123453251	en:cangue scaffold	
枸	0x67b8	py:jǔ/gǒu/gōu/qú,Cant:gau2/geoi2,JOn:ku kou,JKun:hiiragi karatachi magaru,Hangul:구,KoRom:kwu,Viet:cú,wb:sqkg,zm:frj,sn:9,rd:木,st:123435251	en:kind of aspen found in Sichuan	
枹	0x67b9	py:fū/bāo/fú,Cant:fu1,JOn:hou fu,JKun:bachi okera nara,wb:sqnn,zm:fry,sn:9,rd:木,st:123435515	en:drumstick	
枺	0x67ba	py:mò,wb:sgsy,zm:faf,sn:9,rd:木,st:123411234	
枻	0x67bb	py:yì/xiè,Cant:jai6/sit3,JOn:ei setsu sechi,JKun:kai,wb:sann,zm:fez,sn:9,rd:木,st:123412215	en:long oar, sweep	
枼	0x67bc	py:yè,JOn:you,JKun:usuikifuda mado,wb:ansu,zm:eazf,sn:9,rd:木,st:122151234	en:a table, flat pieces of wood, a slip, a leaf	
枽	0x67bd	py:yè,JOn:sou you,JKun:kuwa,wb:fasu,zm:edef,sn:10,rd:木,st:1212211234	
枾	0x67be	py:shì,JOn:shi,JKun:kaki,Hangul:시,KoRom:si,wb:sfjg,zm:fend,sn:9,rd:木,st:123413122	en:persimmon	
枿	0x67bf	py:niè,wb:sfah,zm:fee,sn:9,rd:木,st:123412132	
柀	0x67c0	py:bǐ,Cant:bei2,JOn:hi,JKun:sugi kaya,wb:shcy,zm:fxi,sn:9,rd:木,st:123453254	
柁	0x67c1	py:duò/tuó/tuǒ,Cant:to4/to5,JOn:ta da,JKun:kaji,Hangul:타,KoRom:tha,Viet:xà,wb:spxn,zm:fwrr,sn:9,rd:木,st:123444535	en:large tie-beams	
柂	0x67c2	py:yí/duò/lí,Cant:ci2/ji4/to4,JOn:i ri ta da,JKun:kaji,wb:stbn,zm:fmyi,sn:9,rd:木,st:123431525	en:helm	
柃	0x67c3	py:líng,Cant:ling4,JOn:rei ryou,Viet:rành,wb:swyc,zm:fow,sn:9,rd:木,st:123434454	
柄	0x67c4	py:bǐng/bìng,Cant:beng3/bing3,JOn:hei hyou,JKun:e gara tsuka,Hangul:병,KoRom:pyeng,Viet:bính,wb:sgmw,zm:falo,sn:9,rd:木,st:123412534	en:handle, lever, knob; authority	
柅	0x67c5	py:nǐ/chì,Cant:nei5,JOn:ji ni,Hangul:니,KoRom:ni,wb:snxn,zm:fxrr,sn:9,rd:木,st:123451335	en:flourish	
柆	0x67c6	py:lā,JOn:rou,JKun:oretaki,Viet:cũi sập,wb:sug,zm:fsu,sn:9,rd:木,st:123441431	
柇	0x67c7	py:hé,wb:sty,zm:fmf,sn:9,rd:木,st:123431234	
柈	0x67c8	py:pán/pàn/bàn,Cant:bun6,JOn:han ban,JKun:hachi,wb:sufh,zm:fub,sn:9,rd:木,st:123443112	en:container	
柉	0x67c9	py:fán,JOn:han bon hen ben,Viet:mướp,wb:stpy,zm:fmw,sn:8,rd:木,st:12343454	
柊	0x67ca	py:zhōng,Cant:dung1,JOn:shuu,JKun:hiiragi,Hangul:종,KoRom:cong,Viet:dông,wb:stuy,zm:frtd,sn:9,rd:木,st:123435444	en:holly	
柋	0x67cb	py:dài,wb:wasu,zm:nhf,sn:9,rd:木,st:321541234	
柌	0x67cc	py:cí,wb:sngk,zm:fyaj,sn:9,rd:木,st:123451251	
柍	0x67cd	py:yǎng/yàng/yīng,Cant:joeng1/joeng2,wb:smdy,zm:flgd,sn:9,rd:木,st:123425134	
柎	0x67ce	py:fū/fǔ/fù,Cant:fu1,JOn:fu,JKun:utena,wb:swfy,zm:fnds,sn:9,rd:木,st:123432124	en:calyx of flower; railing raft	
柏	0x67cf	py:bǎi/bó/bò,Cant:baak3/paak3,JOn:haku,JKun:kashiwa,Hangul:백,KoRom:payk,Viet:bách,wb:srg,zm:fnk,sn:9,rd:木,st:123432511	en:cypress, cedar	
某	0x67d0	py:méi/mǒu,Cant:mau5,JOn:bou bai,JKun:soregashi,Hangul:모,KoRom:mo may,Viet:mỗ,wb:afsu,zm:ebf,sn:9,rd:木,st:122111234	en:certain thing or person	
柑	0x67d1	py:gān/qián,Cant:gam1,JOn:kan,JKun:mikan,Hangul:감,KoRom:kam kem,Viet:đàn cam,wb:safg,zm:feb,sn:9,rd:木,st:123412211	en:tangerine, loose-skinned orange	
柒	0x67d2	py:qī,Cant:cat1,JOn:shitsu shichi,JKun:urushi,Hangul:칠,KoRom:chil,wb:iasu,zm:vhf,sn:9,rd:木,st:441151234	en:number seven	
染	0x67d3	py:rǎn,Cant:jim5,JOn:sen,JKun:someru shimiru somaru,Hangul:염,KoRom:yem,Viet:nhuộm,wb:ivsu,zm:vqf,sn:9,rd:木,st:441351234	en:dye; be contagious; infect	
柔	0x67d4	py:róu,Cant:jau4,JOn:nyuu juu,JKun:yawarakai yawarageru yawara,Hangul:유,KoRom:yu,Viet:nhu,wb:cbts,zm:xsmf,sn:9,rd:木,st:545231234	en:soft; gentle, pliant	
柕	0x67d5	py:mào,wb:scbt,zm:fxim,sn:9,rd:木,st:123454523	
柖	0x67d6	py:sháo/shào,wb:svkg,zm:fyj,sn:9,rd:木,st:123453251	
柗	0x67d7	py:sōng,JOn:shou,JKun:matsu,Hangul:송,KoRom:song,wb:swkg,zm:foj,sn:9,rd:木,st:123434251	
柘	0x67d8	py:zhè,Cant:ze3,JOn:sha,JKun:yamaguwa tsuge,Hangul:자,KoRom:ca,wb:sdg,zm:fgvv,sn:9,rd:木,st:123413251	en:a thorny tree; sugarcane	
柙	0x67d9	py:xiá/jiǎ/yā,Cant:haap6,JOn:kou gou ou you,JKun:ori,Hangul:합,KoRom:hap,wb:slh,zm:fkib,sn:9,rd:木,st:123425112	en:cage, pen for wild animals	
柚	0x67da	py:yòu/yóu/zhóu,Cant:jau2/jau6/zuk6,JOn:yuu jiku,JKun:yuzu,Hangul:유,KoRom:yu chwuk,Viet:dâu,wb:smg,zm:fkia,sn:9,rd:木,st:123425121	en:pomelo, grapefruit	
柛	0x67db	py:shēn,wb:sjhh,zm:fkic,sn:9,rd:木,st:123425112	
柜	0x67dc	py:jǔ/guì,Cant:geoi2,JOn:kyo ko ku,JKun:amadare,wb:sang,zm:fhx,sn:8,rd:木,st:12341515	en:cabinet, cupboard; shop counter	
柝	0x67dd	py:tuò,Cant:tok3,JOn:taku,JKun:hyoushigi saku hiraku,Hangul:탁,KoRom:thak,wb:sryy,zm:fps,sn:9,rd:木,st:123433124	en:watchman's rattle	
柞	0x67de	py:zuò/zé/zhà,Cant:zaa6/zaak3/zok6,JOn:saku,JKun:hahaso,Hangul:작,KoRom:cak chayk,wb:sthf,zm:fmid,sn:9,rd:木,st:123431211	en:oak; spinous evergreen tree; to clear away trees	
柟	0x67df	py:rán/nán,Cant:naam4,Hangul:남,KoRom:nam,wb:smfg,zm:flb,sn:9,rd:木,st:123425211	en:Machilus nanmu, variety of evergreen	
柠	0x67e0	py:chǔ/zhù/níng,Cant:ning4,wb:spsh,zm:fwai,sn:9,rd:木,st:123444512	en:lemon	
柡	0x67e1	py:yǒng,JOn:ei you,wb:sfiy,zm:fbkv,sn:10,rd:木,st:1234112534	
柢	0x67e2	py:dǐ/dì/chí,Cant:dai2,JOn:tei,JKun:ne,Hangul:저,KoRom:ce,wb:sqay,zm:frs,sn:9,rd:木,st:123435154	en:root, base; bottom of object	
柣	0x67e3	py:zhí/dié/zhì,Cant:dit6,wb:srwy,zm:fmod,sn:9,rd:木,st:123431134	en:sill	
柤	0x67e4	py:zhā/zǔ/zū,Cant:zaa1,JOn:sa sho so,JKun:iseki kirikabu koboke,wb:segg,zm:flc,sn:9,rd:木,st:123425111	en:hawthorn	
查	0x67e5	py:chá/zhā/chái,Cant:caa4/zaa1,JOn:sa,JKun:shiraberu,KoRom:sa,Viet:tra,wb:sjgf,zm:fka,sn:9,rd:木,st:123425111	en:investigate, examine, seek into	
柦	0x67e6	py:dàn,JOn:tan dan,wb:sjgg,zm:fka,sn:9,rd:木,st:123425111	
柧	0x67e7	py:gū,Cant:gu1,JOn:ko ka ku,JKun:kado sakazuki,wb:srcy,zm:fps,sn:9,rd:木,st:123433544	
柨	0x67e8	py:bù/pū,wb:sdmh,zm:fgli,sn:9,rd:木,st:123413252	
柩	0x67e9	py:jiù,Cant:gau6,JOn:kyuu,JKun:hitsugi,Hangul:구,KoRom:kwu,Viet:cữu,wb:saqy,zm:fhrs,sn:9,rd:木,st:123413545	en:coffin which contains corpse	
柪	0x67ea	py:āo/ào,Viet:ấu,wb:sxln,zm:fzzy,sn:9,rd:木,st:123455453	
柫	0x67eb	py:fú,wb:sxjh,zm:fynd,sn:9,rd:木,st:123451532	
柬	0x67ec	py:jiǎn,Cant:gaan2,JOn:kan ken,JKun:erabu tegami,Hangul:간,KoRom:kan,wb:glii,zm:flk,sn:9,rd:木,st:125431234	en:letter, invitation; choose	
柭	0x67ed	py:bā/fú/bó/biē/pèi,wb:sdcy,zm:fgxs,sn:9,rd:木,st:123413544	
柮	0x67ee	py:duò/zuó/wù,Cant:deot1,JOn:totsu jutsu datsu,JKun:kirihashi,wb:sbmh,zm:fzzi,sn:9,rd:木,st:123452252	en:flat pieces of wood, scraps of wood	
柯	0x67ef	py:kē,Cant:o1,JOn:ka,JKun:e,Hangul:가,KoRom:ka,wb:sskg,zm:faj,sn:9,rd:木,st:123412512	en:axe-handle; stalk, bough; surname	
柰	0x67f0	py:nài,Cant:noi6,JOn:na dai,JKun:karanashi,Hangul:내,KoRom:nay,wb:sfiu,zm:fbk,sn:9,rd:木,st:123411234	en:crab-apple tree; endure, bear	
柱	0x67f1	py:zhù/zhǔ,Cant:cyu5,JOn:chuu,JKun:hashira kotoji sasaeru,Hangul:주,KoRom:cwu,Viet:trụ,wb:sygg,zm:fsc,sn:9,rd:木,st:123441121	en:pillar, post; support; lean on	
柲	0x67f2	py:bì/bié,Cant:bei3,JOn:hi hitsu bichi,JKun:nigiri,wb:sntt,zm:fwm,sn:9,rd:木,st:123445434	en:handle	
柳	0x67f3	py:liǔ,Cant:lau5,JOn:ryuu,JKun:yanagi,Hangul:류 유,KoRom:lyu,Viet:liễu,wb:sqtb,zm:frmy,sn:9,rd:木,st:123435352	en:willow tree; pleasure	
柴	0x67f4	py:chái/cī/zhài/zì,Cant:caai4,JOn:sai shi,JKun:shiba,Hangul:시,KoRom:si chay,Viet:sài,wb:hxsu,zm:iirf,sn:10,rd:木,st:2121351234	en:firewood, faggots, fuel	
柵	0x67f5	py:zhà/cè/shà/shān,Cant:caak3/saan1/saan3,JOn:saku san,JKun:yarai shigarami,Hangul:책,KoRom:chayk,wb:smmg,zm:fle,sn:9,rd:木,st:123425221	en:fence; palisade; grid	
柶	0x67f6	py:sì,Cant:si3,JOn:shi,JKun:saji,Hangul:사,KoRom:sa,wb:slg,zm:flk,sn:9,rd:木,st:123425351	en:ladle	
柷	0x67f7	py:zhù,Cant:zuk1,JOn:shuku,KoRom:chwuk,wb:skqn,zm:fjrd,sn:9,rd:木,st:123425135	en:instrument	
柸	0x67f8	py:pēi/bēi,Cant:pui1,wb:sgig,zm:fga,sn:9,rd:木,st:123413241	en:cup (same as 杯 [U+676F] and 桮 [U+686E]); unhappy, displeased, anxious, unsettled	
柹	0x67f9	py:fèi/shì,JOn:shi,JKun:kaki,Hangul:시,KoRom:si,wb:stnt,zm:fmim,sn:8,rd:木,st:12343523	en:persimmon	
柺	0x67fa	py:guǎi,Cant:gwaai2,wb:skln,zm:fjym,sn:9,rd:木,st:123425153	en:an old man's staff	
査	0x67fb	py:chá/zhā,Cant:caa4,JOn:sa,JKun:shiraberu,Hangul:사,KoRom:sa,wb:segf,zm:flc,sn:9,rd:木,st:123425111	en:investigate, examine, seek into	
柼	0x67fc	py:yǎo,wb:spwy,zm:fwo,sn:9,rd:木,st:123444534	
柽	0x67fd	py:jué/chēng,Cant:cing1,wb:scfg,zm:fxb,sn:9,rd:木,st:123454121	en:type of willow; tamarisk	
柾	0x67fe	py:jiù,JOn:kyuu,JKun:masa,Hangul:정,KoRom:kwu ceng,wb:saqy,zm:faii,sn:9,rd:木,st:123412121	en:straight grain	
柿	0x67ff	py:shì,Cant:ci2/ci5,JOn:shi,JKun:kaki,KoRom:si,Viet:niêu thị,wb:symh,zm:fsli,sn:9,rd:木,st:123441252	en:persimmon	
栀	0x6800	py:zhī,Cant:zi1,wb:srgb,zm:fpay,sn:9,rd:木,st:123433155	en:gardenia	
栁	0x6801	py:liǔ,wb:sqbh,zm:fry,sn:9,rd:木,st:123435452	
栂	0x6802	py:méi,JKun:toga tsuga,wb:sxgu,zm:fzy,sn:9,rd:木,st:123455414	en:a kind of evergreen tree	
栃	0x6803	JKun:tochi,Hangul:회,KoRom:hoy,wb:srdn,zm:fpay,sn:9,rd:木,st:123433153	en:type of oak; stable	
栄	0x6804	py:róng,JOn:ei you,JKun:sakaeru haeru sakae,KoRom:yeng,wb:ipsu,zm:vdwf,sn:9,rd:木,st:443451234	en:glory, honor; flourish, prosper	
栅	0x6805	py:zhà/cè/shà/shān,Cant:caak3/saan1/saan3,JOn:saku san,JKun:yarai shigarami,KoRom:chayk,wb:smmg,zm:fqqa,sn:9,rd:木,st:123435351	en:fence; palisade; grid	
栆	0x6806	wb:gkwu,zm:ajot,sn:9,rd:木,st:125123444	
标	0x6807	py:biāo,Cant:biu1,wb:sfiy,zm:fbk,sn:9,rd:木,st:123411234	en:mark, symbol, label, sign; stand the bole of a tree	
栈	0x6808	py:zhàn,Cant:zaan6,JOn:san sen,JKun:kakehashi tana,wb:sgt,zm:fhm,sn:9,rd:木,st:123411534	en:warehouse; tavern, inn	
栉	0x6809	py:jié/zhì,Cant:zit1,wb:sabh,zm:fey,sn:9,rd:木,st:123412252	en:comb; comb out; weed out, elimininate	
栊	0x680a	py:lóng,Cant:lung4,wb:sdxn,zm:fgm,sn:9,rd:木,st:123413534	en:cage, pen; set of bars	
栋	0x680b	py:dòng,Cant:dung3/dung6,wb:saiy,zm:fhko,sn:9,rd:木,st:123415234	en:main beams supporting house	
栌	0x680c	py:lú,Cant:lou4,wb:shnt,zm:fixm,sn:9,rd:木,st:123421513	en:supporting block; sumac, loquat	
栍	0x680d	KoRom:sayng,Viet:sanh,wb:saeg,zm:fmc,sn:9,rd:木,st:123431121	en:a lot; a label; a slip of bamboo engraved with signs	
栎	0x680e	py:lì/láo/yuè,Cant:lik1,wb:sqiy,zm:frko,sn:9,rd:木,st:123435234	en:chestnut-leaved oak; oak	
栏	0x680f	py:lán/liàn,Cant:laan4,wb:sufg,zm:fubd,sn:9,rd:木,st:123443111	en:railing, balustrade; animal pan	
栐	0x6810	py:yǒng,Viet:vành,wb:syni,zm:fsk,sn:9,rd:木,st:123445534	
树	0x6811	py:shù,Cant:syu6,wb:scfy,zm:fxds,sn:9,rd:木,st:123454124	en:tree; plant; set up, establish	
栒	0x6812	py:xún/sǔn,Cant:ceon4/seon1/seon2,Hangul:순,KoRom:swun,wb:sqjg,zm:frk,sn:10,rd:木,st:1234352511	en:cross bar	
栓	0x6813	py:shuān/shuàn/quán,Cant:saan1,JOn:sen,JKun:sennoki,Hangul:전,KoRom:cen,Viet:thoen,wb:swgg,zm:foc,sn:10,rd:木,st:1234341121	en:wooden peg, post or stick	
栔	0x6814	py:qì,Cant:kai3,JOn:kei ketsu kechi,JKun:kizamu,wb:dhvs,zm:ciyf,sn:10,rd:木,st:1112531234	en:carve, engrave	
栕	0x6815	py:zhēn,wb:sahh,zm:fhvv,sn:10,rd:木,st:1234125125	
栖	0x6816	py:qī/xī,Cant:cai1,JOn:sei,JKun:sumu,Hangul:서,KoRom:se,Viet:thê,wb:ssg,zm:ffj,sn:10,rd:木,st:1234125351	en:perch; roost; stay	
栗	0x6817	py:lì/liè,Cant:leot6,JOn:ritsu,JKun:kuri ononoku,Hangul:률 율,KoRom:lyul,Viet:niêu lật,wb:ssu,zm:fjf,sn:10,rd:木,st:1252211234	en:chestnut tree, chestnuts; surname	
